"ticker","nombre_empresa","sector","industria","fecha_consulta","market_cap","enterprise_value"
"ACAX","Alset Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"17595069.0",NULL
"ACAXU","Alset Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"17595067.0",NULL
"ACAXW","Alset Capital Acquisition Corp.","Financial Services","Shell Companies",NULL,"17595069.0",NULL
"ACB","Aurora Cannabis Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"313937052.0",NULL
"ACB.AX","A-Cap Energy Limited","Basic Materials","Industrial Materials",NULL,"89043503.0",NULL
"ACBA","Ace Global Business Acquisition Limited","Financial Services","Shell Companies",NULL,"41277095.0",NULL
"ACBAU","Ace Global Business Acquisition Limited","Financial Services","Shell Companies",NULL,"41124600.0",NULL
"ACBAW","Ace Global Business Acquisition Limited","Financial Services","Shell Companies",NULL,"68541.0",NULL
"ACC.BO","ACC Limited","Basic Materials","Construction Materials",NULL,"357696677600.0",NULL
"ACC.L","Access Intelligence Plc","Technology","Software - Application",NULL,"77896390.0",NULL
"ACC.NS","ACC Limited","Basic Materials","Construction Materials",NULL,"357884464600.0",NULL
"ACCB.BR","Accentis N.V.","Real Estate","Real Estate - Services",NULL,"39779775.0",NULL
"ACCD","Accolade, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"575591590.0",NULL
"ACCEDERE.BO","Accedere Ltd.","Technology","Technology Distributors",NULL,"455455260.0",NULL
"ACCEL.BO","Accel Limited","Technology","Information Technology Services",NULL,"987366660.0",NULL
"ACCELERATE.BO","AccelerateBS India Ltd.","Industrials","Specialty Business Services",NULL,"333493760.0",NULL
"ACCELSAB.MX","Accel, S.A.B. de C.V.","Industrials","Specialty Business Services",NULL,"4252567545.0",NULL
"ACCELYA.BO","Accelya Solutions India Limited","Technology","Information Technology Services",NULL,"21473721495.0",NULL
"ACCELYA.NS","Accelya Solutions India Limited","Technology","Information Technology Services",NULL,"21438644690.0",NULL
"ACCNX","American Century Core Plus Fd Investor Cl","","",NULL,"413455293.0",NULL
"ACCO","ACCO Brands Corporation","Industrials","Business Equipment & Supplies",NULL,"319401310.0",NULL
"ACCS","ACCESS Newswire Inc.","Communication Services","Advertising Agencies",NULL,"39389314.0",NULL
"ACCURACY.NS","Accuracy Shipping Limited","Industrials","Integrated Freight & Logistics",NULL,"1305355200.0",NULL
"ACDC","ProFrac Holding Corp.","Energy","Oil & Gas Equipment & Services",NULL,"1313463208.0",NULL
"ACDHX","AC Alternatives Disciplined Long Short Fund C Class","Financial Services","Asset Management - Leveraged",NULL,"50594809.0",NULL
"ACDX.CN","American Copper Development Corporation","Basic Materials","Other Precious Metals",NULL,"3735203.0",NULL
"ACE.AX","Acusensus Limited","Technology","Software - Infrastructure",NULL,"128297521.0",NULL
"ACE.BO","Action Construction Equipment Limited","Industrials","Agricultural - Machinery",NULL,"149532523100.0",NULL
"ACE.MI","ACEA S.p.A.","Utilities","Diversified Utilities",NULL,"4650550393.0",NULL
"ACE.NS","Action Construction Equipment Limited","Industrials","Agricultural - Machinery",NULL,"149687331000.0",NULL
"ACE.NZ","Ascension Capital Limited","Financial Services","Asset Management",NULL,"322482.0",NULL
"ACEENGITEC.BO","Ace Engitech Ltd.","Technology","Information Technology Services",NULL,"170445530.0",NULL
"ACEINTEG.NS","Ace Integrated Solutions Limited","Industrials","Staffing & Employment Services",NULL,"273564000.0",NULL
"ACEIX","Invesco Equity and  Income Fund Class A","Financial Services","Asset Management - Income",NULL,"11700197881.0",NULL
"ACEL","Accel Entertainment, Inc.","Consumer Cyclical","Gambling, Resorts & Casinos","2025-05-31","949675386.0",NULL
"ACEMEN.BO","Ace Men Engg Works Limited","Industrials","Industrial - Distribution",NULL,"209644510.0",NULL
"ACES.JK","PT Ace Hardware Indonesia Tbk","Consumer Cyclical","Specialty Retail",NULL,"9501822000000.0",NULL
"ACESOFT.BO","Ace Software Exports Limited","Technology","Software - Services",NULL,"3054080000.0",NULL
"ACET","Adicet Bio, Inc.","Healthcare","Biotechnology",NULL,"62635980.0",NULL
"ACEV","ACE Convergence Acquisition Corp.","Financial Services","Shell Companies",NULL,"258126474.0",NULL
"ACEVX","American Century International Value Fund Investor Class","Financial Services","Asset Management",NULL,"1405293007.0",NULL
"ACF.AX","Acrow Limited","Industrials","Engineering & Construction",NULL,"309494775.0",NULL
"ACG.L","ACG Acquisition Company Limited","Financial Services","Shell Companies",NULL,"11100311813.0",NULL
"ACG1V.HE","Aspocomp Group Oyj","Technology","Hardware, Equipment & Parts",NULL,"32807860.0",NULL
"ACGL","Arch Capital Group Ltd.","Financial Services","Insurance - Diversified","2025-06-01","35616715200.0",NULL
"ACGL.BO","Automobile Corporation of Goa Limited","Consumer Cyclical","Auto - Parts",NULL,"11379630780.0",NULL
"ACGLN","Arch Capital Group Ltd.","Financial Services","Insurance - Diversified",NULL,"6374582550.0",NULL
"ACGLO","Arch Capital Group Ltd.","Financial Services","Insurance - Diversified",NULL,"35421680307.0",NULL
"ACGLP","Arch Capital Group Ltd.","Financial Services","Insurance - Diversified",NULL,"15165357055.0",NULL
"ACGN","Aceragen, Inc.","Healthcare","Biotechnology",NULL,"3240966.0",NULL
"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Medical - Care Facilities",NULL,"2094858828.0",NULL
"ACHL","Achilles Therapeutics plc","Healthcare","Biotechnology",NULL,"60828000.0",NULL
"ACHR","Archer Aviation Inc.","Industrials","Aerospace & Defense",NULL,"5336386920.0",NULL
"ACHR-WT","Archer Aviation Inc. WT","Industrials","Aerospace & Defense",NULL,"5967202746.0",NULL
"ACHV","Achieve Life Sciences, Inc.","Healthcare","Biotechnology",NULL,"132843933.0",NULL
"ACHYUT.BO","Achyut Healthcare Limited","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"862138620.0",NULL
"ACI","Albertsons Companies, Inc.","Consumer Defensive","Grocery Stores","2025-05-31","12798922500.0",NULL
"ACI.BO","Archean Chemical Industries Limited","Basic Materials","Chemicals",NULL,"78216120816.0",NULL
"ACI.NS","Archean Chemical Industries Limited","Basic Materials","Chemicals",NULL,"78290177424.0",NULL
"ACIC","American Coastal Insurance Corporation","Financial Services","Insurance - Property & Casualty",NULL,"565604226.0",NULL
"ACIC.L","abrdn China Investment Company Limited","Financial Services","Asset Management",NULL,"175300957.0",NULL
"ACID.IL","Acer Incorporated","Technology","Computer Hardware",NULL,"3216623300.0",NULL
"ACIIN.BO","ACI Infocom Limited","Real Estate","Real Estate - Development",NULL,"223191820.0",NULL
"ACINX","Columbia Acorn International Fund","Financial Services","Asset Management",NULL,"2160817399.0",NULL
"ACITX","American Century Inflation Adjusted Bond Investor Class","Financial Services","Asset Management - Bonds",NULL,"2305872780.0",NULL
"ACIU","AC Immune SA","Healthcare","Biotechnology",NULL,"201843924.0",NULL
"ACIW","ACI Worldwide, Inc.","Technology","Software - Infrastructure",NULL,"4837988000.0",NULL
"ACKB.BR","Ackermans & Van Haaren NV","Industrials","Engineering & Construction",NULL,"7349771700.0",NULL
"ACKNIT.BO","Acknit Industries Limited","Consumer Cyclical","Apparel - Footwear & Accessories",NULL,"794200000.0",NULL
"ACKO.ME","Public joint-stock company Asko-Strakhovanie","Financial Services","Insurance - Diversified",NULL,"1918880000.0",NULL
"ACL.AX","Australian Clinical Labs Limited","Healthcare","Medical - Diagnostics & Research",NULL,"536099784.0",NULL
"ACL.BO","Andhra Cements Limited","Basic Materials","Construction Materials",NULL,"6309180245.0",NULL
"ACL.JO","ArcelorMittal South Africa Ltd","Basic Materials","Steel",NULL,"1259512649.0",NULL
"ACL.NS","Andhra Cements Limited","Basic Materials","Construction Materials",NULL,"6320240897.0",NULL
"ACLGATI.BO","Allcargo Gati Limited","Industrials","Integrated Freight & Logistics",NULL,"10680659120.0",NULL
"ACLGATI.NS","Allcargo Gati Limited","Industrials","Integrated Freight & Logistics",NULL,"10668893040.0",NULL
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductors",NULL,"1814031570.0",NULL
"ACLX","Arcellx, Inc.","Healthcare","Biotechnology",NULL,"3752766610.0",NULL
"ACM","AECOM","Industrials","Engineering & Construction","2025-06-02","14533264740.0",NULL
"ACME.BO","Acme Resources Limited","Financial Services","Financial - Credit Services",NULL,"1013026400.0",NULL
"ACME.CN","ACME Lithium Inc.","Basic Materials","Industrial Materials",NULL,"2339181.0",NULL
"ACMESOLAR.BO","ACME Solar Holdings Limited","Utilities","Renewable Utilities",NULL,"153238477753.0",NULL
"ACMESOLAR.NS","ACME Solar Holdings Limited","Utilities","Renewable Utilities",NULL,"153147714587.0",NULL
"ACML.BO","Aditya Consumer Marketing Limited","Consumer Defensive","Grocery Stores",NULL,"727890186.0",NULL
"ACMR","ACM Research, Inc.","Technology","Semiconductors",NULL,"1452917330.0",NULL
"ACN","Accenture plc","Technology","Information Technology Services","2025-05-29","184427259600.0",NULL
"ACNB","ACNB Corporation","Financial Services","Banks - Regional",NULL,"433768286.0",NULL
"ACNT","Ascent Industries Co.","Basic Materials","Steel",NULL,"135781448.0",NULL
"ACOG","Alpha Cognition Inc. Common Stock","Financial Services","Financial - Conglomerates",NULL,"154089134.0",NULL
"ACOMO.AS","Acomo N.V.","Consumer Defensive","Food Distribution",NULL,"674638320.0",NULL
"ACON","Aclarion, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"4000889.0",NULL
"ACONW","Aclarion, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"21198.0",NULL
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"821028.0",NULL
"ACP","Abrdn Income Credit Strategies Fund","Financial Services","Asset Management - Income",NULL,"732123285.0",NULL
"ACP-PA","Abrdn Income Credit Strategies Fund","Financial Services","Asset Management - Income",NULL,"2626679266.0",NULL
"ACP.AX","Audalia Resources Limited","Basic Materials","Industrial Materials",NULL,"15842720.0",NULL
"ACP.L","Armadale Capital Plc","Basic Materials","Industrial Materials",NULL,"560115.0",NULL
"ACPE.L","ACP Energy Plc","Financial Services","Shell Companies",NULL,"3029000.0",NULL
"ACQ.AX","Acorn Capital Investment Fund Limited","Financial Services","Asset Management",NULL,"66751255.0",NULL
"ACQ.TO","AutoCanada Inc.","Consumer Cyclical","Auto - Dealerships","2025-05-31","506757878.0",NULL
"ACQR","Independence Holdings Corp.","Financial Services","Shell Companies",NULL,"631663803.0",NULL
"ACQRU","Independence Holdings Corp.","Financial Services","Shell Companies",NULL,"606006943.0",NULL
"ACQRW","Independence Holdings Corp.","Financial Services","Shell Companies",NULL,"631663803.0",NULL
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",NULL,"138493179.0",NULL
"ACR-PC","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",NULL,"185594169.0",NULL
"ACR-PD","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",NULL,"157003055.0",NULL
"ACR.AX","Acrux Limited","Healthcare","Biotechnology",NULL,"9378572.0",NULL
"ACR.F","Accor SA","Consumer Cyclical","Travel Lodging",NULL,"10755603007.0",NULL
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",NULL,"250824624.0",NULL
"ACRL.L","Accrol Group Holdings plc","Consumer Defensive","Household & Personal Products",NULL,"130823547.0",NULL
"ACRM.L","Acuity RM Group Plc Ord","Technology","Software - Application",NULL,"1888591.0",NULL
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial Services","Shell Companies",NULL,"173739600.0",NULL
"ACRO-UN","Acropolis Infrastructure Acquisition Corp.","Financial Services","Shell Companies",NULL,"173739595.0",NULL
"ACRO-WT","Acropolis Infrastructure Acquisition Corp.","","",NULL,"173739600.0",NULL
"ACRO.JK","Samcro Hyosung Adilestari Tbk.","Consumer Cyclical","Apparel - Manufacturers",NULL,"222026874880.0",NULL
"ACROW.BO","Acrow India Limited","Industrials","Industrial - Machinery",NULL,"440448000.0",NULL
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Medical - Diagnostics & Research",NULL,"165669930.0",NULL
"ACRV","Acrivon Therapeutics, Inc. Common Stock","Healthcare","Biotechnology",NULL,"42329739.0",NULL
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"14578978.0",NULL
"ACS.AX","Accent Resources NL","Basic Materials","Industrial Materials",NULL,"2838762.0",NULL
"ACS.JO","Acsion Limited","Real Estate","Real Estate - Development",NULL,"3082548655.0",NULL
"ACS.MC","ACS, Actividades de Construcción y Servicios, S.A.","Industrials","Engineering & Construction",NULL,"14434362104.0",NULL
"ACSMX","Advisors Capital Small/Mid Cap","Financial Services","Asset Management",NULL,"82632785.0",NULL
"ACSNX","American Century Short Duration Fd Investor Cl","Financial Services","Asset Management - Leveraged",NULL,"1141553275.0",NULL
"ACSO.L","accesso Technology Group plc","Technology","Software - Application",NULL,"205778287.0",NULL
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",NULL,"34171463.0",NULL
"ACST.JK","PT Acset Indonusa Tbk","Industrials","Engineering & Construction",NULL,"1608443200000.0",NULL
"ACT","Enact Holdings, Inc.","Financial Services","Insurance - Specialty",NULL,"5233551750.0",NULL
"ACT.CN","Aduro Clean Technologies Inc.","Industrials","Industrial - Pollution & Treatment Controls",NULL,"338877201.0",NULL
"ACT.CO","DecideAct A/S","Technology","Software - Application",NULL,"30735795.0",NULL
"ACT.DE","AlzChem Group AG","Basic Materials","Chemicals - Specialty",NULL,"1287111550.0",NULL
"ACT.JO","AfroCentric Investment Corporation Limited","Healthcare","Medical - Care Facilities",NULL,"1215891202.0",NULL
"ACT.L","Actual Experience plc","Technology","Information Technology Services",NULL,"983664.0",NULL
"ACTD","ArcLight Clean Transition Corp. II","Financial Services","Shell Companies",NULL,"1321465109.0",NULL
"ACTEX","American Century Zero Coupon 2020 Fund Advisor Class","Financial Services","Asset Management",NULL,"114131375.0",NULL
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",NULL,"359201300.0",NULL
"ACTINVRB.MX","Corporación Actinver, S. A. B. de C. V.","","",NULL,"9985800000.0",NULL
"ACTIVE.BO","Active Clothing Co. Ltd.","Consumer Cyclical","Apparel - Footwear & Accessories",NULL,"2181015320.0",NULL
"ACTIX","American Century Capital Value Fund Investor Class","Financial Services","Asset Management",NULL,"136583441.0",NULL
"ACTU","Actuate Therapeutics Inc","Healthcare","Biotechnology",NULL,"175792154.0",NULL
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products","2025-05-31","150869462.0",NULL
"ACU.AX","Acumentis Group Limited","Real Estate","Real Estate - Services",NULL,"15944760.0",NULL
"ACUSX","Advisors Capital Total Return – Equity","Financial Services","Asset Management",NULL,"248144403.0",NULL
"ACV","Virtus Diversified Income & Convertible Fund","Financial Services","Asset Management - Income",NULL,"228746700.0",NULL
"ACVA","ACV Auctions Inc.","Consumer Cyclical","Auto - Dealerships","2025-05-31","3033428777.0",NULL
"ACVVX","AC Alternatives Market Neutral Value Fund - Investor Class","Financial Services","Asset Management",NULL,"36497449.0",NULL
"ACW.AX","Actinogen Medical Limited","Healthcare","Biotechnology",NULL,"66720150.0",NULL
"ACWN.DE","A.S. Création Tapeten AG","Consumer Cyclical","Furnishings, Fixtures & Appliances",NULL,"20948268.0",NULL
"ACX.DE","bet-at-home.com AG","Consumer Cyclical","Gambling, Resorts & Casinos",NULL,"20843460.0",NULL
"ACX.MC","Acerinox, S.A.","Basic Materials","Steel",NULL,"2685067160.0",NULL
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"8148115.0",NULL
"AD.AS","Koninklijke Ahold Delhaize N.V.","Consumer Defensive","Grocery Stores",NULL,"32963285820.0",NULL
"AD.MI","Koninklijke Ahold Delhaize N.V.","Consumer Defensive","Grocery Stores",NULL,"28801365998.0",NULL
"AD1.AX","AdNeo Limited","Industrials","Staffing & Employment Services",NULL,"7759571.0",NULL
"AD8.AX","Audinate Group Limited","Technology","Hardware, Equipment & Parts",NULL,"621054350.0",NULL
"ADA.AX","Adacel Technologies Limited","Technology","Software - Application",NULL,"36071454.0",NULL
"ADA.L","Adams Plc","Financial Services","Asset Management",NULL,"5105065.0",NULL
"ADAG","Adagene Inc.","Healthcare","Biotechnology",NULL,"74998412.0",NULL
"ADAL","Anthemis Digital Acquisitions I Corp","Financial Services","Shell Companies",NULL,"316063135.0",NULL
"ADALU","Anthemis Digital Acquisitions I Corp","Financial Services","Shell Companies",NULL,"314444107.0",NULL
"ADANIENSOL.BO","Adani Energy Solutions Limited","Utilities","Independent Power Producers",NULL,"1087819104000.0",NULL
"ADANIENSOL.NS","Adani Energy Solutions Limited","Utilities","Independent Power Producers",NULL,"1086557760000.0",NULL
"ADANIENT.BO","Adani Enterprises Limited","Energy","Coal",NULL,"2978938580000.0",NULL
"ADANIENT.NS","Adani Enterprises Limited","Energy","Coal",NULL,"2979169416000.0",NULL
"ADANIGREEN.BO","Adani Green Energy Limited","Utilities","Renewable Utilities",NULL,"1657053783000.0",NULL
"ADANIGREEN.NS","Adani Green Energy Limited","Utilities","Renewable Utilities",NULL,"1658162604000.0",NULL
"ADANIPORTS.BO","Adani Ports and Special Economic Zone Limited","Industrials","Marine Shipping",NULL,"3145271847000.0",NULL
"ADANIPORTS.NS","Adani Ports and Special Economic Zone Limited","Industrials","Marine Shipping",NULL,"3146027896000.0",NULL
